staycation-worker
date,stream,content

2026/02/08 01:36:45,stdout,Insight already exists for dedupe key: 71bd7a0cb73ccfc4f5a736b01c202213ae20b20d1209a4ae86c2068ec6a4cb4d

2026/02/08 01:36:45,stdout,Updated deal for series 8c6b8d2879ff26471052c949daca1a49b8ba7a074f3b6c219ae698021d7e1536

2026/02/08 01:36:45,stdout,Insight already exists for dedupe key: c08f2a3a311e5e86e3b90ccdbb36594bab820c679e08bbde7cd800884588b6b0

2026/02/08 01:36:45,stdout,Updated deal for series a132dcf3218f30a98fed3d65818f02609bb29d8bf190ad49bd26f82e4b3013a6

2026/02/08 01:36:45,stdout,Insight already exists for dedupe key: 10256dbddfcd4c3f71d8f3b489b96183aac0e1199ee9b29a9d11928273df09b5

2026/02/08 01:36:45,stdout,Updated deal for series 475baa30e271de41a2641b04dc639a171b840223fa50f681a0f237edc2ddc468

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 6bebd36486a472e85858ae902e34c7689c0a928f595403c6f7dc26b2999ba7a6

2026/02/08 01:36:44,stdout,Updated deal for series cc2203248a3364fdba6f4814d1d7a9d3d3c208bed4586e828bfa3f06f8ca0d3a

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 092ca94ea2a4cd14e24f62e7e455e5555b695e58e6dee0f2c33c6a7471d6a7dd

2026/02/08 01:36:44,stdout,✅ Deal job deal-scan:ALL:2026-02-08 completed

2026/02/08 01:36:44,stdout,✅ Global deal scan completed.

2026/02/08 01:36:44,stdout,   Found 0 offers from awayresorts

2026/02/08 01:36:44,stdout,Updated deal for series 69ad0e96a18f2142c3dd21a39ea73cec2d96486be42b4aa68e80d8dd2beb49e9

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 2172e04da7588f3ca6accf02e3011fe240f9db21de33b8bbac5f1ef4954391d7

2026/02/08 01:36:44,stdout,Updated deal for series 7ccb737ddb9f35904327d286a12a5b63df7e90dcc933ffb5d5ab8bb68d9d3d44

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 6cbb1f8750c1fbed4790a0a7cdeb2635f752e5e950d11e31ae9e7e239be2494b

2026/02/08 01:36:44,stdout,Updated deal for series f33c7c25e6dfacbe497becfac4e23bb861be9dc06eea88c719ab3166042305e0

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 388e305af40bf59a8c1bed56002d2004a82b1869c6985a4ac32d05479a99ffdb

2026/02/08 01:36:44,stdout,Updated deal for series 02ef8fad360d201fc7ee11690a622a091210fec087a4a23853ab30b3c1cc94f4

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: b17db44c7cd35a78ff5e4a6fa6c073341d7648fb226f4c364f0a46fd1efa7ac9

2026/02/08 01:36:44,stdout,Updated deal for series 4ad7cdfc0ec783a08d0014c32165ee1bd8834650dd125e6b0453e115bd718323

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: d55f996eb2bfc1d62a56f3a5adfc2365811332a1e72106b388929e40789417ca

2026/02/08 01:36:44,stdout,Updated deal for series 6598da6ebd2e7a10238ecce7015c6e26ea5e2fd5721250d107e656fd6cc620fb

2026/02/08 01:36:44,stdout,Insight already exists for dedupe key: 5bbfc37e1e5d20793b0f33a40dfa5d4292dd5eb90a704168aed469f5399575a8

2026/02/08 01:36:44,stdout,Updated deal for series 852052718c19b70f104d96fb8c96c2090ba744c34e48d14503202b582f3f991a

2026/02/08 01:36:43,stdout,Insight already exists for dedupe key: ecc9d37ce396830265bdce5e396463fb72b3d6a965c6df825e058b0c9162c161

2026/02/08 01:36:43,stdout,Updated deal for series 30ce01c51ebbe1811c47fc21c47eafe95030c719d7711ef6323f690447d85767

2026/02/08 01:36:43,stdout,✅ Monitor job 31ebdf197755e19585298475edf168dc4a3e5a6c04b7d919a346fdde5a107126 completed

2026/02/08 01:36:43,stdout,Found 333 distinct series for fingerprint 513af8e1-37a7-4354-8e3e-900b51e0d99e

2026/02/08 01:36:43,stdout,🧠 Generating insights for fingerprint 513af8e1-37a7-4354-8e3e-900b51e0d99e

2026/02/08 01:36:43,stdout,💾 Stored 93/93 observations

2026/02/08 01:36:38,stdout,🛍️ Scanning deals for Away Resorts...

2026/02/08 01:36:38,stdout,   Found 0 offers from parkdean

2026/02/08 01:36:35,stdout,✅ Found 93 results for fingerprint 513af8e1-37a7-4354-8e3e-900b51e0d99e

2026/02/08 01:36:33,stdout,🛍️ Scanning deals for Parkdean Resorts...

2026/02/08 01:36:33,stdout,   Saved 0 new deals for butlins

2026/02/08 01:36:30,stdout,   Found 31 offers from butlins

2026/02/08 01:36:24,stderr,    at async /app/node_modules/bullmq/dist/cjs/classes/worker.js:565:32

2026/02/08 01:36:24,stderr,    at async Worker.processDealJob [as processFn] (/app/dist/jobs/workers/deal.worker.js:14:13)

2026/02/08 01:36:24,stderr,    at async DealService.scanAllProviders (/app/dist/services/deal.service.js:52:13)

2026/02/08 01:36:24,stderr,    at async DealService.scanProvider (/app/dist/services/deal.service.js:67:27)

2026/02/08 01:36:24,stderr,    at async HavenAdapter.fetchOffers (/app/dist/adapters/haven.adapter.js:80:26)

2026/02/08 01:36:24,stdout,🛍️ Scanning deals for Butlins...

2026/02/08 01:36:24,stdout,   Found 0 offers from centerparcs

2026/02/08 01:36:24,stdout,🛍️ Scanning deals for Center Parcs...

2026/02/08 01:36:24,stdout,   Found 0 offers from haven

2026/02/08 01:36:24,stderr,    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)

2026/02/08 01:36:24,stderr,    at HavenAdapter.fetchHtml (/app/dist/adapters/base.adapter.js:44:19)

2026/02/08 01:36:24,stderr,Failed to fetch Haven offers: Error: HTTP 503: Service Temporarily Unavailable

2026/02/08 01:36:22,stdout,🛍️ Scanning deals for Haven...

2026/02/08 01:36:22,stdout,   Found 0 offers from hoseasons

2026/02/08 01:36:19,stdout,Fetching search results from: https://www.awayresorts.co.uk/search/?parkID=7&from=2026-02-23&to=2026-02-27&adults=2&children=0

2026/02/08 01:36:19,stdout,🛍️ Scanning deals for Hoseasons...

2026/02/08 01:36:19,stdout,🛍️ Starting global deal scan...

2026/02/08 01:36:19,stdout,⏰ Queued daily deal scan (idempotent)

2026/02/08 01:36:19,stdout,🔍 Monitoring fingerprint 513af8e1-37a7-4354-8e3e-900b51e0d99e via 14940977-4200-4ca0-a517-66846b353c2b

2026/02/08 01:36:19,stdout,✅ Successfully scheduled 1 monitor jobs.

2026/02/08 01:36:19,stdout,⏰ Found 1 fingerprints due for monitoring.

2026/02/08 01:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/08 00:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/08 00:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 23:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 23:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 22:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 22:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 21:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 21:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 20:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 20:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 19:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 19:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 18:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 18:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 17:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 17:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 16:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 16:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 15:37:08,stdout,✅ Monitor job 430bcf1fefffa1a296df8eb39e584d111077ec9de301385a9c9021e5036623c9 completed

2026/02/07 15:37:08,stdout,💾 Stored 57/57 observations

2026/02/07 15:37:04,stdout,✅ Found 57 results for fingerprint b4a2700e-3eac-4fac-a99b-4f6346cd3095

2026/02/07 15:37:04,stdout,📦 Data size: 233857 bytes

2026/02/07 15:37:03,stdout,✅ CenterParcs: Intercepted accommodation response from https://www.centerparcs.co.uk/api/v1/accommodation.json

2026/02/07 15:36:57,stdout,⏳ Waiting for accommodation API response...

2026/02/07 15:36:55,stdout,"⏱️  Timeouts for 5 village(s): API=139s, Nav=70s
"
2026/02/07 15:36:55,stdout,🌐 CenterParcs: Navigating to https://www.centerparcs.co.uk/breaks-we-offer/search.html/2/WF/14-09-2026/4/-/-/2/4/2/0/0/0/N

2026/02/07 15:36:55,stdout,🔍 Searching village 5/5: WF

2026/02/07 15:36:55,stdout,📦 Data size: 220106 bytes

2026/02/07 15:36:54,stdout,✅ CenterParcs: Intercepted accommodation response from https://www.centerparcs.co.uk/api/v1/accommodation.json

2026/02/07 15:36:49,stdout,⏳ Waiting for accommodation API response...

2026/02/07 15:36:46,stdout,"⏱️  Timeouts for 5 village(s): API=139s, Nav=70s
"
2026/02/07 15:36:46,stdout,🌐 CenterParcs: Navigating to https://www.centerparcs.co.uk/breaks-we-offer/search.html/2/LF/14-09-2026/4/-/-/2/4/2/0/0/0/N

2026/02/07 15:36:46,stdout,🔍 Searching village 4/5: LF

2026/02/07 15:36:46,stdout,📦 Data size: 161844 bytes

2026/02/07 15:36:45,stdout,✅ CenterParcs: Intercepted accommodation response from https://www.centerparcs.co.uk/api/v1/accommodation.json

2026/02/07 15:36:40,stdout,⏳ Waiting for accommodation API response...

2026/02/07 15:36:38,stdout,"⏱️  Timeouts for 5 village(s): API=139s, Nav=70s
"
2026/02/07 15:36:38,stdout,🌐 CenterParcs: Navigating to https://www.centerparcs.co.uk/breaks-we-offer/search.html/2/EF/14-09-2026/4/-/-/2/4/2/0/0/0/N

2026/02/07 15:36:38,stdout,🔍 Searching village 3/5: EF

2026/02/07 15:36:38,stdout,📦 Data size: 200106 bytes

2026/02/07 15:36:37,stdout,✅ CenterParcs: Intercepted accommodation response from https://www.centerparcs.co.uk/api/v1/accommodation.json

2026/02/07 15:36:33,stdout,⏳ Waiting for accommodation API response...

2026/02/07 15:36:30,stdout,"⏱️  Timeouts for 5 village(s): API=139s, Nav=70s
"
2026/02/07 15:36:30,stdout,🌐 CenterParcs: Navigating to https://www.centerparcs.co.uk/breaks-we-offer/search.html/2/SF/14-09-2026/4/-/-/2/4/2/0/0/0/N

2026/02/07 15:36:30,stdout,🔍 Searching village 2/5: SF

2026/02/07 15:36:30,stdout,📦 Data size: 134431 bytes

2026/02/07 15:36:30,stdout,✅ CenterParcs: Intercepted accommodation response from https://www.centerparcs.co.uk/api/v1/accommodation.json

2026/02/07 15:36:27,stdout,✅ Monitor job cb1bfe1c49580d877551d30fa680144938c56b3f5b7c86384ebde49db7e539de completed

2026/02/07 15:36:27,stdout,💾 Stored 12/12 observations

2026/02/07 15:36:26,stdout,✅ Found 12 results for fingerprint e4f06adb-b10a-4fca-9bde-1aad07ff92e8

2026/02/07 15:36:26,stdout,✅ Parsed 12 valid results from Hoseasons API

2026/02/07 15:36:26,stdout,📦 Processing 12 properties from API...

2026/02/07 15:36:26,stdout,✅ Successfully intercepted search results API

2026/02/07 15:36:26,stdout,⏳ Waiting for API response (interception)...

2026/02/07 15:36:25,stdout,🎯 Intercepted API response from: https://www.hoseasons.co.uk/api/search/properties/list?adult=4&child=0&infant=0&pets=1&range=0&nights=7&accommodationType=holiday-parks&placesId=39246&regionName=Cornwall&start=17-08-2026&page=1&sort=recommended&displayMode=LIST&index=search&accommodationTypes=&features=&siteFeatures=&brand=hoseasons

2026/02/07 15:36:25,stdout,⏳ Waiting for accommodation API response...

2026/02/07 15:36:24,stdout,🍪 Checking for cookie banner...

2026/02/07 15:36:24,stdout,✅ Site loaded (WAF passed)

2026/02/07 15:36:24,stdout,PAGE LOG: [OPTIMIZELY] - ERROR 2026-02-07T15:36:24.310Z OPTIMIZELY: Feature key search_explore_pdp_search_age-3003_alternative_lead_image is not in datafile.

2026/02/07 15:36:23,stdout,⏳ Waiting for WAF challenge / Site load...

2026/02/07 15:36:22,stdout,🌐 Navigating to search page...

2026/02/07 15:36:22,stdout,🔗 Navigating to: https://www.hoseasons.co.uk/search?placesId=39246&regionName=Cornwall&accommodationType=holiday-parks&adult=4&pets=1&start=17-08-2026&nights=7&range=0&page=1&sort=recommended&displayMode=LIST

2026/02/07 15:36:22,stdout,✅ ID Cache Hit for "Cornwall": 39246

2026/02/07 15:36:22,stdout,"⏱️  Timeouts for 5 village(s): API=139s, Nav=70s
"
2026/02/07 15:36:22,stdout,🌐 CenterParcs: Navigating to https://www.centerparcs.co.uk/breaks-we-offer/search.html/2/WO/14-09-2026/4/-/-/2/4/2/0/0/0/N

2026/02/07 15:36:19,stdout,🔍 Searching village 1/5: WO

2026/02/07 15:36:19,stdout,"🎯 Searching specific Center Parcs villages: WO, SF, EF, LF, WF
"
2026/02/07 15:36:19,stdout,⏰ Queued daily deal scan (idempotent)

2026/02/07 15:36:19,stdout,✅ Successfully scheduled 2 monitor jobs.

2026/02/07 15:36:19,stdout,🔍 Monitoring fingerprint b4a2700e-3eac-4fac-a99b-4f6346cd3095 via 5c79694c-74b3-4bbc-9480-90a861867660

2026/02/07 15:36:19,stdout,🔍 Monitoring fingerprint e4f06adb-b10a-4fca-9bde-1aad07ff92e8 via 4dbc467c-7e67-415e-a73c-fe711670378c

2026/02/07 15:36:19,stdout,⏰ Found 2 fingerprints due for monitoring.

2026/02/07 15:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 14:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 14:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 13:36:19,stdout,Hz No monitoring jobs due at this time.

2026/02/07 13:36:19,stdout,⏰ Running scheduled check for due monitor jobs...

2026/02/07 12:37:01,stdout,✅ Insight job insight:513af8e1-37a7-4354-8e3e-900b51e0d99e:2026-02-07 completed

2026/02/07 12:37:01,stdout,📧 Queued 233 alert jobs

2026/02/07 12:37:00,stdout,✅ Generated 233 insights for fingerprint 513af8e1-37a7-4354-8e3e-900b51e0d99e

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: c421cdd93800f05afe9ea3267ef1b68d89438af1a58e662d6fda3d340ddc6806

2026/02/07 12:37:00,stdout,Updated deal for series f3edd7681a7fa06410a4a4e8be0f23b201a083311fbdf5a7cbd0830d3c328123

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: edecaf9561f908c1ba5b0c8abcd78a9f7e0fc669c25ea3b78846f7fdbdffa640

2026/02/07 12:37:00,stdout,Updated deal for series fe95e9845499479aeee7ca5ed9ae0d25cb8e1689400d046edc5757a3439a9af7

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 03599a463d11cab616d7569f32913fcd9e56a9f7110a3ced91fabf2b9e11a16a

2026/02/07 12:37:00,stdout,Updated deal for series 17985464a971778aaf5676142d23c6f58a1ee955773747499291ad2436d9413f

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: adaefd9fa20ad2b4726e02a1671b46e079dbd7ee2a11343fd398bf3030094954

2026/02/07 12:37:00,stdout,Updated deal for series ed90f58724995ac957ac5ebd4c267358fb16cff755723c85d81c77d4c96cebe7

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: dd7f2e5486620bf35a43258579d35970c71ee45df29761db0c8d75fbd50ad60e

2026/02/07 12:37:00,stdout,Updated deal for series b01397a1c7ba7405d33dff04ff37ad1e5b44c533312b9d482716a214e8d7478c

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: e9f71490a12cefbd959ad4ee453f7f91da9b382a43e9c5b3801bb93e7184d4d0

2026/02/07 12:37:00,stdout,Updated deal for series aa33a992b09acc13801cad75dd166e91246691ef3e6b0199dccc776bbe55db4d

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 36a4db569850f192fc0247dccfad04e29e2c8740afb9bf0db7eadda9fc22bc86

2026/02/07 12:37:00,stdout,Updated deal for series 5185690db21126eb41c2f8c3da42569e3e2a2056788aa6216377d8957e6fb3a8

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 8f20e929283836ba0a01e0aa36bae5c51e981a717ba6c7970edc7f3f64b39e78

2026/02/07 12:37:00,stdout,Updated deal for series 3bd2f4fa7fd7c0cbc20b9503240b64d7a2046229cdd6e947e2feef49e63c0a8c

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 86cd255cfd356401a4131b76a011b1ca375536c134d0ca05f49ea543b8265bbd

2026/02/07 12:37:00,stdout,Updated deal for series 4af86f956b0653b59ce65b903f04d860e359f913c0aaaf9c8eba7f029edc90c3

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: e203f886663bf6b19c5d65a83094c5adbaca64de8afd53d7014144ff4185aaa5

2026/02/07 12:37:00,stdout,Updated deal for series cfe2e792fb70711f79a9387b3ba35d7798224eab1fc12d1988f46d4b4545a5fb

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: a3e067d575b8da010c3af9340f60b5e0bf4bd4bde7543190b1484079aa8d5120

2026/02/07 12:37:00,stdout,Updated deal for series 301caa54536a294342b157c93a2160e66f54cd8a8c5a0a493147fb1fb4bbd62b

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 11dce3c91778c135666ec886e829e099deb99cbf4cdc62e88aad57aa1dfc432d

2026/02/07 12:37:00,stdout,Updated deal for series e7cb70ffec8a0cb1e1fb5b72eb8529ce1a0888eaefd7e74d2fc4408a2710683a

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 435b075a580a37b75084513f002041eaafa77c816cd47f5be30cb4ca4125a3f2

2026/02/07 12:37:00,stdout,Updated deal for series 6de1745f398fb5eb8820f9ff21478c68b72d7b3da4a010b0e89843025f4a4d0c

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 55c7d6e367ff7fdfe024fd5c879c57fbe57d72e4ade556a912e643844d3dacc5

2026/02/07 12:37:00,stdout,Updated deal for series 1280813e4fbd31503719c30ccee9de211f531c27cfaf53c39740ab5019e6d083

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: a431307c7baed427c9c5632d1d2f32a88b7fe63e6a429002b9a63e8fcca176ac

2026/02/07 12:37:00,stdout,Updated deal for series b6c7ea88b9ea3b65c609ae2bac149d2d1fdb55776c926bed28ab1725f191dfd4

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: 5db30e5a5a1ab7488bf156caabfc38707faaaaa5131d7b0c98431a74eb4e3a05

2026/02/07 12:37:00,stdout,Updated deal for series 87953076c2ce4d2aa9d1c97998aac521693af7bdaa3ca66768c3938c74b8e0d1

2026/02/07 12:37:00,stdout,Insight already exists for dedupe key: a1314e1a51e40b0881238a5156d17fac88aa27b8ed6af5872e73fda66c4da4e8

2026/02/07 12:36:59,stdout,Updated deal for series 382e0d1b38ea58a98ecda11c5174a8b3257884f268861ae8fc9aa360bd156d8f

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: a3da817fae7851106f0ca1fb6a34418e33f0ccd8405a358b1692036abf5f31c8

2026/02/07 12:36:59,stdout,Updated deal for series 8d7a3dfb0bf626ee4cacd65b1e13ccd381d003b254b10f2beaecb0978494202f

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 4ddf00baa8ec075c376ef8b49af408f38380bf4a0daef94cc0f5589bdad0771f

2026/02/07 12:36:59,stdout,Updated deal for series c7b1a9b40c81e73509d22cea71b16c5df141c30003a13c707a8a7795aa9ab19f

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: d9c5b995a4664965f444fde4a8d29e80dd8a41d9111fa96642cfc07801a04c24

2026/02/07 12:36:59,stdout,Updated deal for series 570db1abad03513151f03c31414a3c38113e56335ce1332da19d722ec74d2bbb

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: b72e7f4048ed0102d737a3495326b1058ea3c83df411ab9177dda14523a71c77

2026/02/07 12:36:59,stdout,Updated deal for series 87fcd3d9cf266946ccaaa51e48f7541460b6ccde0736a8700b19824207ca3425

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: f224da443b7480e8f4e14cc39454f4d919a890f6fb821e612b930097b8ee0dd9

2026/02/07 12:36:59,stdout,Updated deal for series 749a30b577dfbd50b836de7b26601fe95a0d8d8affaebd08be8e38c97bc827c8

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 9bc16d55e2cd232b271dbf8f2c6f35aceaa380986738527324107012191e86b6

2026/02/07 12:36:59,stdout,Updated deal for series 57e2f03cb278c79ae3539ab905fd2eb9b3bc79998a7e27b51ad3166643243f0f

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 5e11122bcf9b4b76bf230be58ce88f07eb08b62f7b4f32d323ab98da0c87c0a8

2026/02/07 12:36:59,stdout,Updated deal for series 07de42d656274ee85a447f7ef5aa3683ef438189da5313e1d3ba861438aa9f75

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 4c8db83d46d7486e9662f912deb109a11db91068399a1c405c1c78602665aac1

2026/02/07 12:36:59,stdout,Updated deal for series 0b0129e00fb8f931da667fd9ad195cfa05443b8469dbc4d64dcae1ccdf413b70

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 24e9bf277313e1f20553bdc2184cae2d103a8e05d4299509009b41a5a16d2ba0

2026/02/07 12:36:59,stdout,Updated deal for series a53f0ef6f4fc019f71f6277f17819d99ce5b87429dc7f60fc0a43569d2e8fbf5

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 5360b282c02f5af5180c19f79f240ca9f2251c0a67cba9f2bf224f0623c333d1

2026/02/07 12:36:59,stdout,Updated deal for series 708068fa8fe2e13434553daed14b49b4a3d9870902ce654e8fbcbe8add6f5d53

2026/02/07 12:36:59,stdout,Insight already exists for dedupe key: 95a547ab828a4bc8c7c36677f360c99b9bda117a63f26d16936ee181315c8f3d

2026/02/07 12:36:59,stdout,Updated deal for series 6602e562ceb284b0129b0ecf11363aa6849c4dccbd077b1c84e725b7be91bf0c

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: f968e575ca225cd3b86cfcaa5e2a5f9ea650216919c76b0585df5b2d52baedfa

2026/02/07 12:36:58,stdout,Updated deal for series 1eb85c6af675a16652688aec3d08a7a4adc37e5e30d73d730c201c556a58cfeb

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: fee2fadbe909f37a9aa2f4d65b82cd36afa820a55bb5425e1b3d80b6fc73da71

2026/02/07 12:36:58,stdout,Updated deal for series 675d8bc2a5877dcea6dbc1c319a11bf5f1c81de7a5cb86f0e70a5799c40374af

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 66e033e28400ae6417ac0ea61461273d66f93b534c999cb6d89f51592737bbf9

2026/02/07 12:36:58,stdout,Updated deal for series 623ed7ef46456ceb84cabda4efd3b0bf89f993a67c369aa4c0c9d6b4cc0dce18

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 9f9b8a1385ebfd935bcb7cee21c3815cf3dfb5c16e85c63c0fa574a3a1b21500

2026/02/07 12:36:58,stdout,Updated deal for series 5bb1a5fff9c5ccc3bf1091f259528e31c5a749d4b7373b9fbcdf07d08feef415

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: c95d34cb9b2bed2edd67948f8993b4accb30384c5d46d37d00a9dbfd55e68c2e

2026/02/07 12:36:58,stdout,Updated deal for series fa344291774e9737d9c1060afd24f20b093842aeeac0bef410d5ce72e95327dd

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 7c937b58679be1000b455e465c117e82819c2dd93943f322f6a943d056f5b0f3

2026/02/07 12:36:58,stdout,Updated deal for series 9975418ba76cbfc3ea706227153ba9177d5f96711cafaba17a70325db3bc734d

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: ca4a84338c20468cbce049f2aef76c4898073c8539b803ab1624429471a5729e

2026/02/07 12:36:58,stdout,Updated deal for series e991a285983d918fe22f21f688a43c1e3e2c21f332db4fc3deec50c47cf43e02

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: eb4404739308c62c5f80ccea43eaf557fe22e0a1ec78407e45e785a598ea607c

2026/02/07 12:36:58,stdout,Updated deal for series 1927311e127abb2a0750a2cfc8f02ab02ef85945cec67d5aa90c6a77fe9f08a4

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: b87ea55da4bee5d879895ad4e00e839dc60184aaae64ecff8369ecd66ad091b3

2026/02/07 12:36:58,stdout,Updated deal for series 47e3c141f1bef51b22043beeca1a706a719ccd16af6464fbe7e0af6dce51ceaa

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: fbbd7f04dafe9d5f0c065317e049ba732bb22373812d0cd1d807a03e0841d344

2026/02/07 12:36:58,stdout,Updated deal for series 0f4b84d14ffb56a9801fe3ff2c2ceb5ca410a7e9d19022693c1f854d13568895

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 27cf931efa0d53c9be505776042897e9b8b05c426034ab807ed1dfd3f0f36258

2026/02/07 12:36:58,stdout,Updated deal for series 00fd3001870a37baba60835d56ec079a2622bd77b35772ccb7ed47a9c2d6d5ef

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: dc0a91c5e8c2ae5e33f3a4ba9e2d48f86285ac628f33a150acefc3714a706355

2026/02/07 12:36:58,stdout,Updated deal for series 0fc691f11d7ba9938771be31291999041b80424fe63e0e2e472629b042d18416

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: cf4445fcb80256124b322e684216525ad621487cbf757a410643bedc19f24e24

2026/02/07 12:36:58,stdout,Updated deal for series f29a96077a0e198933724dfe90c3b62c416d2e0716a2be7f0f860a40e817b2b6

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 845fda22da47e156565d2294ee17cf58c70d401a3125ece6960c156fa0122747

2026/02/07 12:36:58,stdout,Updated deal for series f7f16c7c89eb8e7293b8e0ef31b2ab84d2bc141c538ae724f5614f1087de67fa

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: ef80197056e299954c8723a955a3e0f672c5bbc561bdeda23a0838bb9dc9066d

2026/02/07 12:36:58,stdout,Updated deal for series 3d72a9eb49eb5fa6f261c5349db74c53f65b3a05ba1bb404ac66a99adc2c3aaf

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 7613ed6edfe35e7c59e0f84f3968dfcd507e5ee8a774c96f28438c66ca6ca671

2026/02/07 12:36:58,stdout,Updated deal for series 3887b684125ddcf8293bab4ee90d72ce35d16aceb552f545d206d7d5b4a2d565

2026/02/07 12:36:58,stdout,Insight already exists for dedupe key: 2c9f5c099eb2dc0c861bb9d0cbd64ca982291ce1d2d72738e538571360bc3d21

2026/02/07 12:36:58,stdout,Updated deal for series edeb1d59af6e254a71a58687731a38fc2f518954b1f620f351b38ec3b2d39513

2026/02/07 12:36:57,stdout,Insight already exists for dedupe key: 37feeb11af271d91c8d9e24062ffdf4679becff41adaf385438febf50ac8df49

2026/02/07 12:36:57,stdout,Updated deal for series 98874584e54bb80f36967b78e408bbec87aa0d12a07720e6f5071cf2f8072099

